# step Etot Epot T p 
8379 -4874.1714 -4874.1714 0.0 1241.4923 
8380 -4874.3297 -4874.3297 0.0 1237.9442 
8381 -4874.3906 -4874.3906 0.0 1236.3818 
8382 -4874.4161 -4874.4161 0.0 1235.6698 
8383 -4874.4277 -4874.4277 0.0 1235.3307 
8384 -4874.4334 -4874.4334 0.0 1235.1651 
8385 -4874.4359 -4874.4359 0.0 1235.0882 
8386 -4874.4372 -4874.4372 0.0 1235.0514 
8387 -4874.4378 -4874.4378 0.0 1235.0337 
8388 -4874.438 -4874.438 0.0 1235.0253 
8389 -4873.6942 -4873.6942 0.0 1250.3087 
8390 -4874.174 -4874.174 0.0 1241.4399 
8391 -4874.3313 -4874.3313 0.0 1237.9057 
8392 -4874.3914 -4874.3914 0.0 1236.3605 
8393 -4874.4164 -4874.4164 0.0 1235.6605 
8394 -4874.428 -4874.428 0.0 1235.324 
8395 -4874.4333 -4874.4333 0.0 1235.1677 
8396 -4874.4358 -4874.4358 0.0 1235.0933 
8397 -4874.4369 -4874.4369 0.0 1235.0577 
8398 -4874.4375 -4874.4375 0.0 1235.0408 
8399 -4874.4378 -4874.4378 0.0 1235.0327 
8400 -4873.7116 -4873.7116 0.0 1251.6678 
8401 -4874.1583 -4874.1583 0.0 1242.6469 
8402 -4874.3191 -4874.3191 0.0 1238.661 
8403 -4874.3839 -4874.3839 0.0 1236.7957 
8404 -4874.412 -4874.412 0.0 1235.9066 
8405 -4874.4252 -4874.4252 0.0 1235.4672 
8406 -4874.4317 -4874.4317 0.0 1235.246 
8407 -4874.4348 -4874.4348 0.0 1235.1387 
8408 -4874.4363 -4874.4363 0.0 1235.0854 
8409 -4874.437 -4874.437 0.0 1235.0589 
8410 -4874.4374 -4874.4374 0.0 1235.0458 
8411 -4873.7107 -4873.7107 0.0 1251.6845 
8412 -4874.1608 -4874.1608 0.0 1242.5912 
8413 -4874.3207 -4874.3207 0.0 1238.6187 
8414 -4874.3847 -4874.3847 0.0 1236.7724 
8415 -4874.4123 -4874.4123 0.0 1235.8975 
8416 -4874.4252 -4874.4252 0.0 1235.4672 
8417 -4874.4315 -4874.4315 0.0 1235.2516 
8418 -4874.4345 -4874.4345 0.0 1235.1476 
8419 -4874.436 -4874.436 0.0 1235.0961 
8420 -4874.4367 -4874.4367 0.0 1235.0707 
8421 -4874.4371 -4874.4371 0.0 1235.0581 
8422 -4873.7099 -4873.7099 0.0 1251.7002 
8423 -4874.1631 -4874.1631 0.0 1242.5364 
8424 -4874.3223 -4874.3223 0.0 1238.5763 
8425 -4874.3855 -4874.3855 0.0 1236.7491 
8426 -4874.4125 -4874.4125 0.0 1235.8882 
8427 -4874.4252 -4874.4252 0.0 1235.4669 
8428 -4874.4314 -4874.4314 0.0 1235.2567 
8429 -4874.4343 -4874.4343 0.0 1235.1559 
8430 -4874.4357 -4874.4357 0.0 1235.1063 
8431 -4874.4364 -4874.4364 0.0 1235.0819 
8432 -4874.4367 -4874.4367 0.0 1235.0698 
8433 -4873.7092 -4873.7092 0.0 1251.7151 
8434 -4874.1656 -4874.1656 0.0 1242.4814 
8435 -4874.3238 -4874.3238 0.0 1238.5341 
8436 -4874.3863 -4874.3863 0.0 1236.7258 
8437 -4874.4128 -4874.4128 0.0 1235.8788 
8438 -4874.4252 -4874.4252 0.0 1235.4663 
8439 -4874.4312 -4874.4312 0.0 1235.2615 
8440 -4874.4341 -4874.4341 0.0 1235.1637 
8441 -4874.4354 -4874.4354 0.0 1235.1159 
8442 -4874.4361 -4874.4361 0.0 1235.0924 
8443 -4874.4364 -4874.4364 0.0 1235.0809 
8444 -4873.7085 -4873.7085 0.0 1251.7292 
8445 -4874.168 -4874.168 0.0 1242.4261 
8446 -4874.3256 -4874.3256 0.0 1238.4873 
8447 -4874.387 -4874.387 0.0 1236.7026 
8448 -4874.4131 -4874.4131 0.0 1235.8693 
8449 -4874.4252 -4874.4252 0.0 1235.4655 
8450 -4874.4311 -4874.4311 0.0 1235.2658 
8451 -4874.4339 -4874.4339 0.0 1235.171 
8452 -4874.4352 -4874.4352 0.0 1235.1249 
8453 -4874.4358 -4874.4358 0.0 1235.1024 
8454 -4874.4361 -4874.4361 0.0 1235.0914 
8455 -4873.7077 -4873.7077 0.0 1251.7437 
8456 -4874.1704 -4874.1704 0.0 1242.3706 
8457 -4874.3271 -4874.3271 0.0 1238.4454 
8458 -4874.3878 -4874.3878 0.0 1236.6795 
8459 -4874.4134 -4874.4134 0.0 1235.8597 
8460 -4874.4252 -4874.4252 0.0 1235.4644 
8461 -4874.431 -4874.431 0.0 1235.2697 
8462 -4874.4336 -4874.4336 0.0 1235.1779 
8463 -4874.4349 -4874.4349 0.0 1235.1334 
8464 -4874.4355 -4874.4355 0.0 1235.1118 
8465 -4874.4358 -4874.4358 0.0 1235.1013 
8466 -4873.6901 -4873.6901 0.0 1250.4 
8467 -4874.165 -4874.165 0.0 1241.6461 
8468 -4874.325 -4874.325 0.0 1238.0762 
8469 -4874.3868 -4874.3868 0.0 1236.4968 
8470 -4874.4129 -4874.4129 0.0 1235.7719 
8471 -4874.4249 -4874.4249 0.0 1235.4248 
8472 -4874.4307 -4874.4307 0.0 1235.2546 
8473 -4874.4334 -4874.4334 0.0 1235.1752 
8474 -4874.4347 -4874.4347 0.0 1235.1369 
8475 -4874.4353 -4874.4353 0.0 1235.1185 
8476 -4874.4356 -4874.4356 0.0 1235.1096 
8477 -4873.6895 -4873.6895 0.0 1250.4108 
8478 -4874.1676 -4874.1676 0.0 1241.5918 
8479 -4874.3265 -4874.3265 0.0 1238.0392 
8480 -4874.3876 -4874.3876 0.0 1236.4749 
8481 -4874.4132 -4874.4132 0.0 1235.7623 
8482 -4874.425 -4874.425 0.0 1235.4229 
8483 -4874.4306 -4874.4306 0.0 1235.2573 
8484 -4874.4332 -4874.4332 0.0 1235.1804 
8485 -4874.4344 -4874.4344 0.0 1235.1436 
8486 -4874.435 -4874.435 0.0 1235.1259 
8487 -4874.4353 -4874.4353 0.0 1235.1174 
8488 -4873.6889 -4873.6889 0.0 1250.421 
8489 -4874.1701 -4874.1701 0.0 1241.5391 
8490 -4874.328 -4874.328 0.0 1238.0004 
8491 -4874.3884 -4874.3884 0.0 1236.4534 
8492 -4874.4136 -4874.4136 0.0 1235.7529 
8493 -4874.425 -4874.425 0.0 1235.4209 
8494 -4874.4306 -4874.4306 0.0 1235.2596 
8495 -4874.433 -4874.433 0.0 1235.1853 
8496 -4874.4343 -4874.4343 0.0 1235.1498 
8497 -4874.4348 -4874.4348 0.0 1235.1329 
8498 -4874.4351 -4874.4351 0.0 1235.1248 
8499 -4873.7063 -4873.7063 0.0 1251.7794 
8500 -4874.1542 -4874.1542 0.0 1242.7481 
8501 -4874.3157 -4874.3157 0.0 1238.7587 
8502 -4874.3806 -4874.3806 0.0 1236.8958 
8503 -4874.4091 -4874.4091 0.0 1235.9997 
8504 -4874.4223 -4874.4223 0.0 1235.5598 
8505 -4874.4289 -4874.4289 0.0 1235.3384 
8506 -4874.432 -4874.432 0.0 1235.231 
8507 -4874.4335 -4874.4335 0.0 1235.1776 
8508 -4874.4343 -4874.4343 0.0 1235.1511 
8509 -4874.4347 -4874.4347 0.0 1235.1379 
8510 -4873.7055 -4873.7055 0.0 1251.7961 
8511 -4874.1566 -4874.1566 0.0 1242.6933 
8512 -4874.3172 -4874.3172 0.0 1238.7161 
8513 -4874.3814 -4874.3814 0.0 1236.8723 
8514 -4874.4094 -4874.4094 0.0 1235.9904 
8515 -4874.4223 -4874.4223 0.0 1235.5598 
8516 -4874.4288 -4874.4288 0.0 1235.3439 
8517 -4874.4318 -4874.4318 0.0 1235.2398 
8518 -4874.4332 -4874.4332 0.0 1235.1884 
8519 -4874.434 -4874.434 0.0 1235.1629 
8520 -4874.4343 -4874.4343 0.0 1235.1503 
8521 -4873.7047 -4873.7047 0.0 1251.8118 
8522 -4874.1591 -4874.1591 0.0 1242.6382 
8523 -4874.3189 -4874.3189 0.0 1238.6723 
8524 -4874.3823 -4874.3823 0.0 1236.8452 
8525 -4874.4097 -4874.4097 0.0 1235.9811 
8526 -4874.4224 -4874.4224 0.0 1235.5594 
8527 -4874.4286 -4874.4286 0.0 1235.3491 
8528 -4874.4315 -4874.4315 0.0 1235.2481 
8529 -4874.433 -4874.433 0.0 1235.1985 
8530 -4874.4336 -4874.4336 0.0 1235.174 
8531 -4874.434 -4874.434 0.0 1235.162 
8532 -4873.7039 -4873.7039 0.0 1251.8267 
8533 -4874.1616 -4874.1616 0.0 1242.5816 
8534 -4874.3205 -4874.3205 0.0 1238.6298 
8535 -4874.3832 -4874.3832 0.0 1236.8193 
8536 -4874.41 -4874.41 0.0 1235.9716 
8537 -4874.4224 -4874.4224 0.0 1235.5588 
8538 -4874.4285 -4874.4285 0.0 1235.3537 
8539 -4874.4313 -4874.4313 0.0 1235.2559 
8540 -4874.4327 -4874.4327 0.0 1235.208 
8541 -4874.4333 -4874.4333 0.0 1235.1846 
8542 -4874.4337 -4874.4337 0.0 1235.173 
8543 -4873.7033 -4873.7033 0.0 1251.8384 
8544 -4874.164 -4874.164 0.0 1242.526 
8545 -4874.322 -4874.322 0.0 1238.5875 
8546 -4874.384 -4874.384 0.0 1236.7959 
8547 -4874.4103 -4874.4103 0.0 1235.9619 
8548 -4874.4224 -4874.4224 0.0 1235.5578 
8549 -4874.4281 -4874.4281 0.0 1235.3627 
8550 -4874.4311 -4874.4311 0.0 1235.2631 
8551 -4874.4324 -4874.4324 0.0 1235.217 
8552 -4874.4331 -4874.4331 0.0 1235.1945 
8553 -4874.4334 -4874.4334 0.0 1235.1835 
8554 -4873.7027 -4873.7027 0.0 1251.8517 
8555 -4874.1665 -4874.1665 0.0 1242.4703 
8556 -4874.3236 -4874.3236 0.0 1238.5454 
8557 -4874.3848 -4874.3848 0.0 1236.7726 
8558 -4874.4106 -4874.4106 0.0 1235.9522 
8559 -4874.4224 -4874.4224 0.0 1235.5567 
8560 -4874.428 -4874.428 0.0 1235.3666 
8561 -4874.4309 -4874.4309 0.0 1235.27 
8562 -4874.4322 -4874.4322 0.0 1235.2255 
8563 -4874.4328 -4874.4328 0.0 1235.2039 
8564 -4874.4331 -4874.4331 0.0 1235.1934 
8565 -4873.6851 -4873.6851 0.0 1250.5087 
8566 -4874.1609 -4874.1609 0.0 1241.7484 
8567 -4874.3215 -4874.3215 0.0 1238.1749 
8568 -4874.3837 -4874.3837 0.0 1236.5899 
8569 -4874.41 -4874.41 0.0 1235.8643 
8570 -4874.4221 -4874.4221 0.0 1235.5171 
8571 -4874.4277 -4874.4277 0.0 1235.3515 
8572 -4874.4306 -4874.4306 0.0 1235.2672 
8573 -4874.4319 -4874.4319 0.0 1235.229 
8574 -4874.4325 -4874.4325 0.0 1235.2106 
8575 -4874.4328 -4874.4328 0.0 1235.2017 
8576 -4873.6845 -4873.6845 0.0 1250.5195 
8577 -4874.1635 -4874.1635 0.0 1241.695 
8578 -4874.3232 -4874.3232 0.0 1238.1329 
8579 -4874.3846 -4874.3846 0.0 1236.5679 
8580 -4874.4104 -4874.4104 0.0 1235.8547 
8581 -4874.4222 -4874.4222 0.0 1235.5151 
8582 -4874.4276 -4874.4276 0.0 1235.3541 
8583 -4874.4305 -4874.4305 0.0 1235.2724 
8584 -4874.4317 -4874.4317 0.0 1235.2356 
8585 -4874.4323 -4874.4323 0.0 1235.218 
8586 -4874.4326 -4874.4326 0.0 1235.2095 
8587 -4873.6839 -4873.6839 0.0 1250.5297 
8588 -4874.1662 -4874.1662 0.0 1241.6396 
8589 -4874.3249 -4874.3249 0.0 1238.0928 
8590 -4874.3854 -4874.3854 0.0 1236.5463 
8591 -4874.4107 -4874.4107 0.0 1235.8452 
8592 -4874.4222 -4874.4222 0.0 1235.5131 
8593 -4874.4276 -4874.4276 0.0 1235.3565 
8594 -4874.4303 -4874.4303 0.0 1235.2772 
8595 -4874.4315 -4874.4315 0.0 1235.2419 
8596 -4874.4321 -4874.4321 0.0 1235.2249 
8597 -4874.4323 -4874.4323 0.0 1235.2169 
8598 -4873.7012 -4873.7012 0.0 1251.8873 
8599 -4874.1501 -4874.1501 0.0 1242.8503 
8600 -4874.3122 -4874.3122 0.0 1238.8563 
8601 -4874.3775 -4874.3775 0.0 1236.9899 
8602 -4874.4062 -4874.4062 0.0 1236.0927 
8603 -4874.4195 -4874.4195 0.0 1235.6535 
8604 -4874.4259 -4874.4259 0.0 1235.4354 
8605 -4874.4293 -4874.4293 0.0 1235.3231 
8606 -4874.4308 -4874.4308 0.0 1235.2698 
8607 -4874.4316 -4874.4316 0.0 1235.2432 
8608 -4874.432 -4874.432 0.0 1235.23 
8609 -4873.7003 -4873.7003 0.0 1251.904 
8610 -4874.1525 -4874.1525 0.0 1242.7952 
8611 -4874.3138 -4874.3138 0.0 1238.8134 
8612 -4874.3783 -4874.3783 0.0 1236.9662 
8613 -4874.4065 -4874.4065 0.0 1236.0833 
8614 -4874.4195 -4874.4195 0.0 1235.6534 
8615 -4874.4258 -4874.4258 0.0 1235.4409 
8616 -4874.429 -4874.429 0.0 1235.332 
8617 -4874.4305 -4874.4305 0.0 1235.2805 
8618 -4874.4312 -4874.4312 0.0 1235.255 
8619 -4874.4316 -4874.4316 0.0 1235.2424 
8620 -4873.6995 -4873.6995 0.0 1251.9197 
8621 -4874.1551 -4874.1551 0.0 1242.7386 
8622 -4874.3154 -4874.3154 0.0 1238.7694 
8623 -4874.3791 -4874.3791 0.0 1236.9424 
8624 -4874.4068 -4874.4068 0.0 1236.0738 
8625 -4874.4195 -4874.4195 0.0 1235.6529 
8626 -4874.4256 -4874.4256 0.0 1235.446 
8627 -4874.4288 -4874.4288 0.0 1235.3402 
8628 -4874.4302 -4874.4302 0.0 1235.2905 
8629 -4874.4309 -4874.4309 0.0 1235.2661 
8630 -4874.4313 -4874.4313 0.0 1235.254 
8631 -4873.6988 -4873.6988 0.0 1251.9346 
8632 -4874.1575 -4874.1575 0.0 1242.6829 
8633 -4874.317 -4874.317 0.0 1238.7266 
8634 -4874.3799 -4874.3799 0.0 1236.9188 
8635 -4874.4071 -4874.4071 0.0 1236.0641 
8636 -4874.4195 -4874.4195 0.0 1235.6522 
8637 -4874.4255 -4874.4255 0.0 1235.4506 
8638 -4874.4285 -4874.4285 0.0 1235.348 
8639 -4874.4299 -4874.4299 0.0 1235.3001 
8640 -4874.4306 -4874.4306 0.0 1235.2766 
8641 -4874.4309 -4874.4309 0.0 1235.2651 
8642 -4873.6981 -4873.6981 0.0 1251.9487 
8643 -4874.16 -4874.16 0.0 1242.627 
8644 -4874.3186 -4874.3186 0.0 1238.6829 
8645 -4874.3807 -4874.3807 0.0 1236.8951 
8646 -4874.4074 -4874.4074 0.0 1236.0544 
8647 -4874.4195 -4874.4195 0.0 1235.6512 
8648 -4874.4254 -4874.4254 0.0 1235.4548 
8649 -4874.4281 -4874.4281 0.0 1235.3599 
8650 -4874.4297 -4874.4297 0.0 1235.309 
8651 -4874.4303 -4874.4303 0.0 1235.2865 
8652 -4874.4307 -4874.4307 0.0 1235.2756 
8653 -4873.6974 -4873.6974 0.0 1251.9619 
8654 -4874.1625 -4874.1625 0.0 1242.5698 
8655 -4874.3202 -4874.3202 0.0 1238.6404 
8656 -4874.3814 -4874.3814 0.0 1236.8716 
8657 -4874.4077 -4874.4077 0.0 1236.0444 
8658 -4874.4196 -4874.4196 0.0 1235.6499 
8659 -4874.4252 -4874.4252 0.0 1235.4586 
8660 -4874.4279 -4874.4279 0.0 1235.3667 
8661 -4874.4294 -4874.4294 0.0 1235.3174 
8662 -4874.4301 -4874.4301 0.0 1235.2959 
8663 -4874.4304 -4874.4304 0.0 1235.2854 
8664 -4873.6799 -4873.6799 0.0 1250.6195 
8665 -4874.157 -4874.157 0.0 1241.8481 
8666 -4874.3181 -4874.3181 0.0 1238.2724 
8667 -4874.3807 -4874.3807 0.0 1236.6853 
8668 -4874.4072 -4874.4072 0.0 1235.9566 
8669 -4874.4192 -4874.4192 0.0 1235.6103 
8670 -4874.425 -4874.425 0.0 1235.4435 
8671 -4874.4276 -4874.4276 0.0 1235.364 
8672 -4874.4292 -4874.4292 0.0 1235.3209 
8673 -4874.4298 -4874.4298 0.0 1235.3025 
8674 -4874.4301 -4874.4301 0.0 1235.2937 
8675 -4873.6794 -4873.6794 0.0 1250.6303 
8676 -4874.1596 -4874.1596 0.0 1241.7943 
8677 -4874.3197 -4874.3197 0.0 1238.2324 
8678 -4874.3816 -4874.3816 0.0 1236.6606 
8679 -4874.4075 -4874.4075 0.0 1235.9469 
8680 -4874.4194 -4874.4194 0.0 1235.6071 
8681 -4874.4249 -4874.4249 0.0 1235.4461 
8682 -4874.4275 -4874.4275 0.0 1235.3691 
8683 -4874.4289 -4874.4289 0.0 1235.3275 
8684 -4874.4295 -4874.4295 0.0 1235.3099 
8685 -4874.4298 -4874.4298 0.0 1235.3015 
8686 -4873.6788 -4873.6788 0.0 1250.6404 
8687 -4874.1622 -4874.1622 0.0 1241.7409 
8688 -4874.3215 -4874.3215 0.0 1238.1907 
8689 -4874.3824 -4874.3824 0.0 1236.6388 
8690 -4874.4079 -4874.4079 0.0 1235.9372 
8691 -4874.4195 -4874.4195 0.0 1235.605 
8692 -4874.4248 -4874.4248 0.0 1235.4483 
8693 -4874.4273 -4874.4273 0.0 1235.3738 
8694 -4874.4287 -4874.4287 0.0 1235.3336 
8695 -4874.4293 -4874.4293 0.0 1235.3168 
8696 -4874.4296 -4874.4296 0.0 1235.3088 
8697 -4873.696 -4873.696 0.0 1251.9973 
8698 -4874.1459 -4874.1459 0.0 1242.9535 
8699 -4874.3088 -4874.3088 0.0 1238.9525 
8700 -4874.3744 -4874.3744 0.0 1237.085 
8701 -4874.4032 -4874.4032 0.0 1236.1855 
8702 -4874.4166 -4874.4166 0.0 1235.7459 
8703 -4874.4231 -4874.4231 0.0 1235.5275 
8704 -4874.4263 -4874.4263 0.0 1235.4198 
8705 -4874.4278 -4874.4278 0.0 1235.3664 
8706 -4874.4288 -4874.4288 0.0 1235.3351 
8707 -4874.4292 -4874.4292 0.0 1235.3219 
8708 -4873.6952 -4873.6952 0.0 1252.014 
8709 -4874.1485 -4874.1485 0.0 1242.8957 
8710 -4874.3104 -4874.3104 0.0 1238.9093 
8711 -4874.3752 -4874.3752 0.0 1237.0611 
8712 -4874.4036 -4874.4036 0.0 1236.176 
8713 -4874.4166 -4874.4166 0.0 1235.7457 
8714 -4874.423 -4874.423 0.0 1235.533 
8715 -4874.426 -4874.426 0.0 1235.4287 
8716 -4874.4275 -4874.4275 0.0 1235.3771 
8717 -4874.4285 -4874.4285 0.0 1235.3469 
8718 -4874.4289 -4874.4289 0.0 1235.3342 
8719 -4873.6944 -4873.6944 0.0 1252.0297 
8720 -4874.151 -4874.151 0.0 1242.84 
8721 -4874.312 -4874.312 0.0 1238.8661 
8722 -4874.376 -4874.376 0.0 1237.0371 
8723 -4874.4039 -4874.4039 0.0 1236.1663 
8724 -4874.4166 -4874.4166 0.0 1235.7451 
8725 -4874.4228 -4874.4228 0.0 1235.538 
8726 -4874.4258 -4874.4258 0.0 1235.4369 
8727 -4874.4272 -4874.4272 0.0 1235.3871 
8728 -4874.4279 -4874.4279 0.0 1235.3626 
8729 -4874.4285 -4874.4285 0.0 1235.3458 
8730 -4873.6936 -4873.6936 0.0 1252.0444 
8731 -4874.1535 -4874.1535 0.0 1242.7827 
8732 -4874.3136 -4874.3136 0.0 1238.8231 
8733 -4874.3768 -4874.3768 0.0 1237.012 
8734 -4874.4042 -4874.4042 0.0 1236.1564 
8735 -4874.4167 -4874.4167 0.0 1235.7442 
8736 -4874.4227 -4874.4227 0.0 1235.5424 
8737 -4874.4256 -4874.4256 0.0 1235.4445 
8738 -4874.4269 -4874.4269 0.0 1235.3965 
8739 -4874.4276 -4874.4276 0.0 1235.373 
8740 -4874.4279 -4874.4279 0.0 1235.3615 
8741 -4873.6929 -4873.6929 0.0 1252.0583 
8742 -4874.156 -4874.156 0.0 1242.7265 
8743 -4874.3152 -4874.3152 0.0 1238.7802 
8744 -4874.3776 -4874.3776 0.0 1236.9882 
8745 -4874.4045 -4874.4045 0.0 1236.1466 
8746 -4874.4167 -4874.4167 0.0 1235.7432 
8747 -4874.4225 -4874.4225 0.0 1235.5467 
8748 -4874.4253 -4874.4253 0.0 1235.4518 
8749 -4874.4267 -4874.4267 0.0 1235.4055 
8750 -4874.4273 -4874.4273 0.0 1235.383 
8751 -4874.4276 -4874.4276 0.0 1235.372 
8752 -4873.6922 -4873.6922 0.0 1252.0716 
8753 -4874.1585 -4874.1585 0.0 1242.6702 
8754 -4874.3168 -4874.3168 0.0 1238.7364 
8755 -4874.3784 -4874.3784 0.0 1236.9646 
8756 -4874.4048 -4874.4048 0.0 1236.1366 
8757 -4874.4168 -4874.4168 0.0 1235.7419 
8758 -4874.4224 -4874.4224 0.0 1235.5506 
8759 -4874.4251 -4874.4251 0.0 1235.4586 
8760 -4874.4264 -4874.4264 0.0 1235.4141 
8761 -4874.4271 -4874.4271 0.0 1235.3924 
8762 -4874.4274 -4874.4274 0.0 1235.3819 
8763 -4873.6748 -4873.6748 0.0 1250.7301 
8764 -4874.153 -4874.153 0.0 1241.9488 
8765 -4874.3147 -4874.3147 0.0 1238.3686 
8766 -4874.3775 -4874.3775 0.0 1236.7818 
8767 -4874.4043 -4874.4043 0.0 1236.0488 
8768 -4874.4164 -4874.4164 0.0 1235.7024 
8769 -4874.4222 -4874.4222 0.0 1235.5355 
8770 -4874.4249 -4874.4249 0.0 1235.4559 
8771 -4874.4262 -4874.4262 0.0 1235.4176 
8772 -4874.4268 -4874.4268 0.0 1235.3992 
8773 -4874.4271 -4874.4271 0.0 1235.3902 
8774 -4873.6742 -4873.6742 0.0 1250.741 
8775 -4874.1557 -4874.1557 0.0 1241.8936 
8776 -4874.3164 -4874.3164 0.0 1238.3273 
8777 -4874.3783 -4874.3783 0.0 1236.7595 
8778 -4874.4047 -4874.4047 0.0 1236.039 
8779 -4874.4165 -4874.4165 0.0 1235.7003 
8780 -4874.4221 -4874.4221 0.0 1235.538 
8781 -4874.4247 -4874.4247 0.0 1235.4611 
8782 -4874.4259 -4874.4259 0.0 1235.4242 
8783 -4874.4265 -4874.4265 0.0 1235.4066 
8784 -4874.4268 -4874.4268 0.0 1235.3981 
8785 -4873.6737 -4873.6737 0.0 1250.7512 
8786 -4874.1583 -4874.1583 0.0 1241.8401 
8787 -4874.318 -4874.318 0.0 1238.2878 
8788 -4874.3791 -4874.3791 0.0 1236.7376 
8789 -4874.405 -4874.405 0.0 1236.0293 
8790 -4874.4166 -4874.4166 0.0 1235.6982 
8791 -4874.422 -4874.422 0.0 1235.5404 
8792 -4874.4246 -4874.4246 0.0 1235.4659 
8793 -4874.4257 -4874.4257 0.0 1235.4305 
8794 -4874.4263 -4874.4263 0.0 1235.4135 
8795 -4874.4266 -4874.4266 0.0 1235.4055 
8796 -4873.6908 -4873.6908 0.0 1252.1074 
8797 -4874.1418 -4874.1418 0.0 1243.0544 
8798 -4874.3054 -4874.3054 0.0 1239.0488 
8799 -4874.3713 -4874.3713 0.0 1237.1791 
8800 -4874.4002 -4874.4002 0.0 1236.2808 
8801 -4874.4138 -4874.4138 0.0 1235.8383 
8802 -4874.4203 -4874.4203 0.0 1235.6197 
8803 -4874.4235 -4874.4235 0.0 1235.512 
8804 -4874.425 -4874.425 0.0 1235.4584 
8805 -4874.4258 -4874.4258 0.0 1235.4318 
8806 -4874.4262 -4874.4262 0.0 1235.4186 
8807 -4873.69 -4873.69 0.0 1252.124 
8808 -4874.1443 -4874.1443 0.0 1242.9987 
8809 -4874.307 -4874.307 0.0 1239.0054 
8810 -4874.3721 -4874.3721 0.0 1237.155 
8811 -4874.4006 -4874.4006 0.0 1236.2688 
8812 -4874.4138 -4874.4138 0.0 1235.8381 
8813 -4874.4202 -4874.4202 0.0 1235.6252 
8814 -4874.4233 -4874.4233 0.0 1235.5207 
8815 -4874.4248 -4874.4248 0.0 1235.4691 
8816 -4874.4255 -4874.4255 0.0 1235.4436 
8817 -4874.4258 -4874.4258 0.0 1235.431 
8818 -4873.6892 -4873.6892 0.0 1252.1398 
8819 -4874.1468 -4874.1468 0.0 1242.9428 
8820 -4874.3086 -4874.3086 0.0 1238.962 
8821 -4874.3729 -4874.3729 0.0 1237.1309 
8822 -4874.4009 -4874.4009 0.0 1236.2591 
8823 -4874.4138 -4874.4138 0.0 1235.8375 
8824 -4874.42 -4874.42 0.0 1235.6302 
8825 -4874.423 -4874.423 0.0 1235.529 
8826 -4874.4244 -4874.4244 0.0 1235.4793 
8827 -4874.4252 -4874.4252 0.0 1235.4548 
8828 -4874.4255 -4874.4255 0.0 1235.4427 
8829 -4873.6884 -4873.6884 0.0 1252.1548 
8830 -4874.1494 -4874.1494 0.0 1242.8842 
8831 -4874.3102 -4874.3102 0.0 1238.9188 
8832 -4874.3737 -4874.3737 0.0 1237.1069 
8833 -4874.4012 -4874.4012 0.0 1236.2492 
8834 -4874.4138 -4874.4138 0.0 1235.8367 
8835 -4874.4199 -4874.4199 0.0 1235.6348 
8836 -4874.4228 -4874.4228 0.0 1235.5368 
8837 -4874.4242 -4874.4242 0.0 1235.4888 
8838 -4874.4248 -4874.4248 0.0 1235.4653 
8839 -4874.4252 -4874.4252 0.0 1235.4538 
8840 -4873.6877 -4873.6877 0.0 1252.1688 
8841 -4874.1519 -4874.1519 0.0 1242.8277 
8842 -4874.3118 -4874.3118 0.0 1238.8757 
8843 -4874.3745 -4874.3745 0.0 1237.0829 
8844 -4874.4015 -4874.4015 0.0 1236.2392 
8845 -4874.4139 -4874.4139 0.0 1235.8356 
8846 -4874.4197 -4874.4197 0.0 1235.6402 
8847 -4874.4225 -4874.4225 0.0 1235.5441 
8848 -4874.4239 -4874.4239 0.0 1235.4978 
8849 -4874.4246 -4874.4246 0.0 1235.4753 
8850 -4874.4249 -4874.4249 0.0 1235.4643 
8851 -4873.687 -4873.687 0.0 1252.1821 
8852 -4874.1545 -4874.1545 0.0 1242.7699 
8853 -4874.3134 -4874.3134 0.0 1238.8328 
8854 -4874.3753 -4874.3753 0.0 1237.059 
8855 -4874.4019 -4874.4019 0.0 1236.2292 
8856 -4874.4139 -4874.4139 0.0 1235.8343 
8857 -4874.4196 -4874.4196 0.0 1235.644 
8858 -4874.4223 -4874.4223 0.0 1235.5509 
8859 -4874.4236 -4874.4236 0.0 1235.5063 
8860 -4874.4243 -4874.4243 0.0 1235.4847 
8861 -4874.4246 -4874.4246 0.0 1235.4742 
8862 -4873.6696 -4873.6696 0.0 1250.8413 
8863 -4874.1491 -4874.1491 0.0 1242.0487 
8864 -4874.3113 -4874.3113 0.0 1238.465 
8865 -4874.3743 -4874.3743 0.0 1236.8764 
8866 -4874.4014 -4874.4014 0.0 1236.1413 
8867 -4874.4136 -4874.4136 0.0 1235.7946 
8868 -4874.4193 -4874.4193 0.0 1235.6289 
8869 -4874.4221 -4874.4221 0.0 1235.5481 
8870 -4874.4234 -4874.4234 0.0 1235.5098 
8871 -4874.424 -4874.424 0.0 1235.4914 
8872 -4874.4243 -4874.4243 0.0 1235.4825 
8873 -4873.669 -4873.669 0.0 1250.8533 
8874 -4874.1518 -4874.1518 0.0 1241.9944 
8875 -4874.313 -4874.313 0.0 1238.4234 
8876 -4874.3753 -4874.3753 0.0 1236.8527 
8877 -4874.4017 -4874.4017 0.0 1236.1314 
8878 -4874.4137 -4874.4137 0.0 1235.7926 
8879 -4874.4192 -4874.4192 0.0 1235.6314 
8880 -4874.4219 -4874.4219 0.0 1235.5532 
8881 -4874.4232 -4874.4232 0.0 1235.5164 
8882 -4874.4238 -4874.4238 0.0 1235.4987 
8883 -4874.424 -4874.424 0.0 1235.4903 
